Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Is DLC,Lighting,Asset Path,Full Part Name
Cable,,Ribbon Plastic Patterned White Red,,Y,400,,28,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Ptrn_White_Red,Ribbon Plastic Patterned White Red
Cable,,Ribbon Plastic Patterned White Red Blue Black,,Y,400,,26,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Ptrn_White_Red_Blue_Black,Ribbon Plastic Patterned White Red Blue Black
Cable,,Ribbon Plastic Pink,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Pink,Ribbon Plastic Pink
Cable,,Ribbon Plastic Purple,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Purple,Ribbon Plastic Purple
Cable,,Ribbon Plastic Rainbow,,Y,400,,30,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Rainbow,Ribbon Plastic Rainbow
Cable,,Ribbon Plastic Red,,Y,100,,5,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Red,Ribbon Plastic Red
Cable,,Ribbon Plastic Striped Black Blue,,Y,400,,22,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Blue,Ribbon Plastic Striped Black Blue
Cable,,Ribbon Plastic Striped Black Green,,Y,400,,23,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Green,Ribbon Plastic Striped Black Green
Cable,,Ribbon Plastic Striped Black Lime,,Y,400,,25,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Lime,Ribbon Plastic Striped Black Lime
Cable,,Ribbon Plastic Striped Black Orange,,Y,400,,23,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Orange,Ribbon Plastic Striped Black Orange
Cable,,Ribbon Plastic Striped Black Pink,,Y,400,,24,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Pink,Ribbon Plastic Striped Black Pink
Cable,,Ribbon Plastic Striped Black Purple,,Y,400,,24,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Purple,Ribbon Plastic Striped Black Purple
Cable,,Ribbon Plastic Striped Black Red,,Y,400,,22,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Red,Ribbon Plastic Striped Black Red
Cable,,Ribbon Plastic Striped Black White,,Y,400,,22,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_White,Ribbon Plastic Striped Black White
Cable,,Ribbon Plastic Striped Black Yellow,,Y,400,,25,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_Black_Yellow,Ribbon Plastic Striped Black Yellow
Cable,,Ribbon Plastic Striped White Blue,,Y,400,,22,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Blue,Ribbon Plastic Striped White Blue
Cable,,Ribbon Plastic Striped White Green,,Y,400,,23,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Green,Ribbon Plastic Striped White Green
Cable,,Ribbon Plastic Striped White Lime,,Y,400,,25,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Lime,Ribbon Plastic Striped White Lime
Cable,,Ribbon Plastic Striped White Orange,,Y,400,,23,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Orange,Ribbon Plastic Striped White Orange
Cable,,Ribbon Plastic Striped White Pink,,Y,400,,24,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Pink,Ribbon Plastic Striped White Pink
Cable,,Ribbon Plastic Striped White Purple,,Y,400,,24,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Purple,Ribbon Plastic Striped White Purple
Cable,,Ribbon Plastic Striped White Red,,Y,400,,22,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Red,Ribbon Plastic Striped White Red
Cable,,Ribbon Plastic Striped White Yellow,,Y,400,,25,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Strpy_White_Yellow,Ribbon Plastic Striped White Yellow
Cable,,Ribbon Plastic White,,Y,100,,1,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_White,Ribbon Plastic White
Cable,,Ribbon Plastic Yellow,,Y,100,,8,1,1.0,,,,Prefabs/Cables/Ribbon_Plastic_Yellow,Ribbon Plastic Yellow
Cable,,Sleeved Braided Black,,Y,200,,9,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Black,Sleeved Braided Black
Cable,,Sleeved Braided Blue,,Y,200,,10,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Blue,Sleeved Braided Blue
Cable,,Sleeved Braided Green,,Y,200,,11,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Green,Sleeved Braided Green
Cable,,Sleeved Braided Orange,,Y,200,,11,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Orange,Sleeved Braided Orange
Cable,,Sleeved Braided Pink,,Y,200,,12,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Pink,Sleeved Braided Pink
Cable,,Sleeved Braided Purple,,Y,200,,12,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Purple,Sleeved Braided Purple
Cable,,Sleeved Braided Red,,Y,200,,10,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_Red,Sleeved Braided Red
Cable,,Sleeved Braided White,,Y,200,,9,1,1.0,,,,Prefabs/Cables/Sleeved_Braided_White,Sleeved Braided White
Cable,,Sleeved Plastic Black,,Y,100,,1,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Black,Sleeved Plastic Black
Cable,,Sleeved Plastic Blue,,Y,100,,5,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Blue,Sleeved Plastic Blue
Cable,,Sleeved Plastic Green,,Y,100,,6,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Green,Sleeved Plastic Green
Cable,,Sleeved Plastic Orange,,Y,100,,6,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Orange,Sleeved Plastic Orange
Cable,,Sleeved Plastic Pink,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Pink,Sleeved Plastic Pink
Cable,,Sleeved Plastic Purple,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Purple,Sleeved Plastic Purple
Cable,,Sleeved Plastic Red,,Y,100,,5,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_Red,Sleeved Plastic Red
Cable,,Sleeved Plastic White,,Y,100,,1,1,1.0,,,,Prefabs/Cables/Sleeved_Plastic_White,Sleeved Plastic White
Cable,,Tight Plastic Black,,Y,100,,1,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Black,Tight Plastic Black
Cable,,Tight Plastic Blue,,Y,100,,5,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Blue,Tight Plastic Blue
Cable,,Tight Plastic Green,,Y,100,,6,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Green,Tight Plastic Green
Cable,,Tight Plastic Orange,,Y,100,,6,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Orange,Tight Plastic Orange
Cable,,Tight Plastic Pink,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Pink,Tight Plastic Pink
Cable,,Tight Plastic Purple,,Y,100,,7,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Purple,Tight Plastic Purple
Cable,,Tight Plastic Red,,Y,100,,5,1,1.0,,,,Prefabs/Cables/Tight_Plastic_Red,Tight Plastic Red
Cable,,Tight Plastic White,,Y,100,,1,1,1.0,,,,Prefabs/Cables/Tight_Plastic_White,Tight Plastic White
Career Mode,,Career,,,,,,,1.0,,,,,Career
Career Mode,,Esports (DLC),,,,,,,1.8.5,,Y,,,Esports (DLC)
Career Mode,,IT Support,,,,,,,1.13,,,,,IT Support
Career Workshop,EVGA,EVGA Workshop,,,,,,,1.11,,Y,,,EVGA EVGA Workshop
Career Workshop,Fractal Design,Fractal Design Workshop,,,,,,,1.12,,Y,,,Fractal Design Fractal Design Workshop
Career Workshop,GIGABYTE,GIGABYTE AORUS Workshop,,,,,,,1.9,,Y,,,GIGABYTE GIGABYTE AORUS Workshop
Career Workshop,NZXT,NZXT Workshop,,,,,,,1.6.5,,Y,,,NZXT NZXT Workshop
Career Workshop,OCUK,OCUK Workshop,,,,,,,1.7.5,,Y,,,OCUK OCUK Workshop
Career Workshop,Razer,Razer Workshop,,,,,,,1.2,,Y,,,Razer Razer Workshop
Career Workshop,ROG,ROG Workshop,,,,,,,1.4,,Y,,,ROG ROG Workshop
Career Workshop,,(Career) Esports DLC Workshop 1 - Starter,,,,,,,1.11,,Y,,,(Career) Esports DLC Workshop 1 - Starter
Career Workshop,,(Career) Esports DLC Workshop 2 - Office,,,,,,,1.11,,Y,,,(Career) Esports DLC Workshop 2 - Office
Career Workshop,,(Career) Esports DLC Workshop 3 - Top Tier,,,,,,,1.11,,Y,,,(Career) Esports DLC Workshop 3 - Top Tier
Career Workshop,,(Career) IT Support Workshop 1 - Irratech Basic Workshop,,,,,,,1.13,,,,,(Career) IT Support Workshop 1 - Irratech Basic Workshop
Career Workshop,,(Career) IT Support Workshop 2 - Irratech Expanded Workshop,,,,,,,1.13,,,,,(Career) IT Support Workshop 2 - Irratech Expanded Workshop
Career Workshop,,(Career) IT Support Workshop 3 - Irratech Executive Workshop,,,,,,,1.13,,,,,(Career) IT Support Workshop 3 - Irratech Executive Workshop
Career Workshop,,(Career) IT Support Workshop 4 - Irratech Executive Suite,,,,,,,1.14,,,,,(Career) IT Support Workshop 4 - Irratech Executive Suite
Career Workshop,,(Career) IT Support Workshop 5 - Irratech Open-plan Productivity Suite (IOPS),,,,,,,1.15,,,,,(Career) IT Support Workshop 5 - Irratech Open-plan Productivity Suite (IOPS)
Career Workshop,,Default Workshop,,,,,,,1.0,,,,,Default Workshop
Case,ADATA,XPG Battlecruiser (Black),,Y,180,60,28,1,1.8,PC,,,v1_8_0/Prefabs/Cases/ADATA/CAS_ADATA_XPG_Battlecruiser_Black,ADATA XPG Battlecruiser (Black)
Case,ADATA,XPG Battlecruiser (White),,Y,180,60,28,1,1.8,PC,,,v1_8_0/Prefabs/Cases/ADATA/CAS_ADATA_XPG_Battlecruiser_White,ADATA XPG Battlecruiser (White)
Case,ADATA,XPG Defender Pro (Black),,Y,140,47,31,20,1.13,PC,,,v1_13_0/Prefabs/Cases/XPG/CAS_XPG_DEFENDER_PRO,ADATA XPG Defender Pro (Black)
Case,ADATA,XPG Defender Pro (White),,Y,140,47,31,20,1.13,PC,,,v1_13_0/Prefabs/Cases/XPG/XPG_DEFENDER_PRO_WHITE_MS,ADATA XPG Defender Pro (White)
Case,Antec,Dark Avenger DA601,,Y,85,28,6,50,1.2,,,RGB,Prefabs/Cases/Antec/CAS_Antec_Dark_Avenger_DA601,Antec Dark Avenger DA601
Case,Antec,DF500,,Y,60,20,1,1,1.0,,,,Prefabs/Cases/Antec/Antec_DF500,Antec DF500
Case,Antec,P110 Luce,,Y,105,35,14,48,1.0,,,,Prefabs/Cases/Antec/Antec_P110_LUCE,Antec P110 Luce
Case,Antec,P120 Crystal,,Y,100,33,5,1,1.10,PC,,,v1_10_0/Prefabs/Cases/Antec/CAS_Antec_P120_Crystal,Antec P120 Crystal
Case,Antec,P6,,Y,85,28,13,30,1.0,,,,Prefabs/Cases/Antec/Antec_P6,Antec P6
Case,Antec,P8,,Y,85,28,13,30,1.0,,,,Prefabs/Cases/Antec/Antec_P8,Antec P8
Case,ASUS,ROG Strix Helios,,Y,330,110,33,1,1.10,PC,,RGB,v1_10_0/Prefabs/Cases/ASUS/CAS_ASUS_Strix_Helios,ASUS ROG Strix Helios
Case,be quiet!,Dark Base 700 (Black),,Y,180,60,25,1,1.1,,,RGB,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASE700,be quiet! Dark Base 700 (Black)
Case,be quiet!,Dark Base 700 (White),,Y,180,60,25,1,1.1,,,RGB,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASE700_White,be quiet! Dark Base 700 (White)
Case,be quiet!,Dark Base 900 (Black),,Y,200,67,25,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASE900_Black,be quiet! Dark Base 900 (Black)
Case,be quiet!,Dark Base 900 (Orange),,Y,200,67,25,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASE900_Orange,be quiet! Dark Base 900 (Orange)
Case,be quiet!,Dark Base 900 (Silver),,Y,200,67,25,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASE900_Gray,be quiet! Dark Base 900 (Silver)
Case,be quiet!,Dark Base Pro 900 rev. 2 (Black),,Y,280,93,26,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASEPRO900_Black,be quiet! Dark Base Pro 900 rev. 2 (Black)
Case,be quiet!,Dark Base Pro 900 rev. 2 (Orange),,Y,280,93,26,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASEPRO900,be quiet! Dark Base Pro 900 rev. 2 (Orange)
Case,be quiet!,Dark Base Pro 900 rev. 2 (Silver),,Y,280,93,26,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_DARKBASEPRO900_Gray,be quiet! Dark Base Pro 900 rev. 2 (Silver)
Case,be quiet!,Pure Base 500 (Black Window),,Y,80,27,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500_Window,be quiet! Pure Base 500 (Black Window)
Case,be quiet!,Pure Base 500 (Black),,Y,70,23,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500,be quiet! Pure Base 500 (Black)
Case,be quiet!,Pure Base 500 (Metallic Grey Window),,Y,80,27,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500_Window_Grey,be quiet! Pure Base 500 (Metallic Grey Window)
Case,be quiet!,Pure Base 500 (Metallic Grey),,Y,70,23,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500_Grey,be quiet! Pure Base 500 (Metallic Grey)
Case,be quiet!,Pure Base 500 (White Window),,Y,80,27,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500_Window_White,be quiet! Pure Base 500 (White Window)
Case,be quiet!,Pure Base 500 (White),,Y,70,23,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_PUREBASE500_White,be quiet! Pure Base 500 (White)
Case,be quiet!,Pure Base 500DX (Black),,Y,100,33,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_Pure_Base_500DX_Black,be quiet! Pure Base 500DX (Black)
Case,be quiet!,Pure Base 500DX (White),,Y,100,33,17,40,1.9,PC,,,v1_9_0/Prefabs/Cases/bequiet/CAS_Bequiet_Pure_Base_500DX_White,be quiet! Pure Base 500DX (White)
Case,be quiet!,Pure Base 600 (Black),,Y,90,30,15,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_PUREBASE600_RubbersOff_Black,be quiet! Pure Base 600 (Black)
Case,be quiet!,Pure Base 600 (Silver),,Y,90,30,15,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_PUREBASE600_RubbersOff,be quiet! Pure Base 600 (Silver)
Case,be quiet!,Pure Base 600 Window (Black),,Y,90,30,15,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_PUREBASE600_Black,be quiet! Pure Base 600 Window (Black)
Case,be quiet!,Pure Base 600 Window (Orange),,Y,90,30,15,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_PUREBASE600,be quiet! Pure Base 600 Window (Orange)
Case,be quiet!,Silent Base 600 (Black),,Y,60,20,11,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Normal_Black,be quiet! Silent Base 600 (Black)
Case,be quiet!,Silent Base 600 (Green),,Y,60,20,11,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Normal_Green,be quiet! Silent Base 600 (Green)
Case,be quiet!,Silent Base 600 (Orange),,Y,60,20,11,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Normal_Orange,be quiet! Silent Base 600 (Orange)
Case,be quiet!,Silent Base 600 (Red),,Y,60,20,11,30,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Normal_Red,be quiet! Silent Base 600 (Red)
Case,be quiet!,Silent Base 600 (Silver),,Y,60,20,11,10,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Normal_Gray,be quiet! Silent Base 600 (Silver)
Case,be quiet!,Silent Base 600 Window (Black),,Y,60,20,12,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Window_Black,be quiet! Silent Base 600 Window (Black)
Case,be quiet!,Silent Base 600 Window (Green),,Y,60,20,12,50,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Window_Green,be quiet! Silent Base 600 Window (Green)
Case,be quiet!,Silent Base 600 Window (Orange),,Y,60,20,12,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Window_Orange,be quiet! Silent Base 600 Window (Orange)
Case,be quiet!,Silent Base 600 Window (Red),,Y,60,20,12,30,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Window_Red,be quiet! Silent Base 600 Window (Red)
Case,be quiet!,Silent Base 600 Window (Silver),,Y,60,20,12,10,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE600_Window_Silver,be quiet! Silent Base 600 Window (Silver)
Case,be quiet!,Silent Base 601 (Black),,Y,120,40,22,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE601_Normal_Black,be quiet! Silent Base 601 (Black)
Case,be quiet!,Silent Base 601 (Orange),,Y,120,40,22,1,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE601_Normal_Orange,be quiet! Silent Base 601 (Orange)
Case,be quiet!,Silent Base 601 (Red),,Y,120,40,22,30,1.1,,,,Prefabs/Cases/bequiet/CAS_bequiet_SILENTBASE601_Normal_Red,be quiet! Silent Base 601 (Red)
